"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short","Category","id"
"This Divided State",2005,88,10000,5.5,35,14.5,4.5,0,0,4.5,0,4.5,4.5,4.5,74.5,"",0,0,0,0,1,0,0,"Documentary",5190
"This Is Elvis",1981,144,5e+06,6.2,200,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,24.5,"",0,0,0,1,1,0,0,"Documentary",5191
"Thunder in Guyana",2003,50,150000,9.3,6,0,0,0,0,0,0,14.5,0,14.5,64.5,"",0,0,0,0,1,0,0,"Documentary",5192
"Trekkies",1997,86,375000,6.9,1526,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,"PG",0,0,0,0,1,0,0,"Documentary",5193
"Trollywood",2004,82,1e+06,9.6,14,0,0,0,0,0,4.5,0,0,14.5,74.5,"",0,0,0,0,1,0,0,"Documentary",5194
"UnConventional",2004,99,50000,4.6,10,0,14.5,0,0,0,14.5,34.5,0,24.5,34.5,"",0,0,0,0,1,0,0,"Documentary",5195
"Uncovered: The Whole Truth About the Iraq War",2003,56,50000,7.9,290,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,0,1,0,0,"Documentary",5196
"Union in Wait, A",2001,45,15000,6.7,13,4.5,4.5,0,4.5,14.5,4.5,24.5,14.5,0,14.5,"",0,0,0,0,1,0,1,"Documentary",5197
"Unmade Beds",1997,95,1e+06,6.7,148,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,0,1,0,0,"Documentary",5198
"Vakvagany",2002,86,20000,6.3,30,14.5,0,0,14.5,4.5,24.5,4.5,14.5,4.5,14.5,"",0,0,0,0,1,0,0,"Documentary",5199
"Victory Through Air Power",1943,65,788000,7.4,68,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,"",0,1,0,0,1,0,0,"Documentary",5200
"Walk Don't Walk",2001,60,5e+06,7.6,11,0,0,0,0,0,4.5,34.5,24.5,14.5,4.5,"",0,0,0,0,1,0,1,"Documentary",5201
"Wedding Advice: Speak Now or Forever Hold Your Peace",2002,57,150000,9.1,36,4.5,4.5,0,0,4.5,0,4.5,0,14.5,64.5,"",0,0,0,0,1,0,0,"Documentary",5202
"Whole",2003,55,50000,7.5,12,0,0,0,0,4.5,24.5,34.5,4.5,24.5,0,"",0,0,0,0,1,0,0,"Documentary",5203
"Winning New Hampshire",2004,45,15000,8.1,10,24.5,0,0,0,0,0,0,0,14.5,74.5,"",0,0,0,0,1,0,1,"Documentary",5204
"Woodstock",1970,216,6e+05,7.6,2540,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,0,1,0,0,"Documentary",5205
"Word Universe: A Journey to West Africa, The",1995,91,25000,1.8,13,14.5,0,0,0,0,0,0,24.5,34.5,24.5,"",0,0,0,0,1,0,0,"Documentary",5206
"'Til There Was You",1997,113,2.3e+07,4.8,799,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5207
"10 Things I Hate About You",1999,97,1.6e+07,6.7,19095,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5208
"13 Going On 30",2004,98,3.7e+07,6.4,7859,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Romance",5209
"20 Dates",1998,87,60000,5.4,841,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,1,1,0,"Romance",5210
"2046",2004,129,1.2e+07,7.6,2663,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,1,0,"Romance",5211
"40 Days and 40 Nights",2002,96,1.7e+07,5.4,8609,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5212
"42nd Street",1933,89,439000,7.5,1247,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5213
"50 First Dates",2004,99,7.5e+07,6.8,13497,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5214
"Adam Had Four Sons",1941,81,488000,6.2,76,4.5,0,0,4.5,14.5,24.5,34.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5215
"Adventure",1945,135,3500000,5.4,106,4.5,4.5,4.5,14.5,24.5,14.5,24.5,4.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5216
"Adventures of Robin Hood, The",1938,102,1900000,8.2,7359,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"PG",1,0,0,0,0,1,0,"Romance",5217
"After Sex",2000,96,5e+06,4.5,205,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5218
"Age of Innocence, The",1993,139,3.4e+07,7.1,6049,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5219
"Alferd Packer: The Musical",1996,97,125000,7,2298,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",0,0,1,0,0,1,0,"Romance",5220
"Alias",2002,98,1500000,5.7,266,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5221
"Alice",1990,102,1.2e+07,6.4,1706,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5222
"All This, and Heaven Too",1940,141,1370000,7.4,441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"",0,0,0,1,0,1,0,"Romance",5223
"All the Real Girls",2003,108,1e+06,6.8,1745,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5224
"All the Vermeers in New York",1990,87,250000,5.9,126,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"",0,0,1,1,0,1,0,"Romance",5225
"Along Came Polly",2004,90,4.2e+07,5.8,9785,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5226
"Always",1989,106,29500000,6.2,4913,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5227
"America's Sweethearts",2001,102,4.8e+07,5.8,11849,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5228
"American Desi",2001,100,250000,6.8,291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5229
"American Gigolo",1980,117,4800000,5.7,2469,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5230
"American President, The",1995,114,6.2e+07,6.9,11834,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0,"Romance",5231
"American Werewolf in London, An",1981,92,1e+07,7.2,8347,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5232
"American Werewolf in Paris, An",1997,105,2.2e+07,5,4302,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5233
"American in Paris, An",1951,113,2723903,7.4,3736,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,0,0,1,0,"Romance",5234
"And Baby Makes Three",1949,84,7e+05,5.3,22,0,0,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5235
"Angel Eyes",2001,102,3.8e+07,5.6,4829,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5236
"Anna and the King",1999,148,7.5e+07,6.6,6739,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5237
"Annie Get Your Gun",1950,107,3768785,7.2,529,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"",0,0,1,0,0,1,0,"Romance",5238
"Annie Hall",1977,93,4e+06,8.3,21462,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,1,0,0,1,0,"Romance",5239
"Anthony Adverse",1936,141,1050500,6.7,203,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5240
"Anus Magillicutty",2003,70,5000,1.8,488,74.5,4.5,4.5,0,4.5,0,4.5,4.5,4.5,24.5,"",0,0,1,0,0,1,0,"Romance",5241
"Anything Else",2003,108,1.8e+07,6.5,3678,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5242
"Apartment, The",1960,125,3e+06,8.4,11214,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,1,1,0,1,0,"Romance",5243
"Arch of Triumph",1948,133,5e+06,5.6,169,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5244
"Aristocats, The",1970,78,4e+06,6.6,2972,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,1,0,0,0,1,0,"Romance",5245
"Around the World in 80 Days",2004,120,1.1e+08,5.7,3887,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",1,0,1,0,0,1,0,"Romance",5246
"Arrangement",2004,109,3200000,9.2,23,4.5,0,0,0,0,0,4.5,4.5,24.5,64.5,"",0,0,1,0,0,1,0,"Romance",5247
"Arthur",1981,97,7e+06,6.6,4595,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5248
"As Good as It Gets",1997,139,5e+07,7.7,47441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0,"Romance",5249
"Ash Wednesday",2005,23,4999,8.6,12,4.5,4.5,0,0,0,0,0,0,0,84.5,"",0,0,1,1,0,1,1,"Romance",5250
"At Close Range",1986,111,6500000,6.6,1650,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5251
"At Long Last Love",1975,105,6e+06,4.3,193,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5252
"Atlantic City",1980,104,7200000,7.5,2384,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5253
"Atlantida",2002,93,1e+06,7.6,9,0,0,14.5,14.5,14.5,0,0,24.5,0,44.5,"",0,0,0,1,0,1,0,"Romance",5254
"Autumn in New York",2000,103,4e+07,4.7,3731,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5255
"Avanti!",1972,140,2750000,7.2,1043,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5256
"Baby Boy",2001,130,1.6e+07,6.2,1476,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5257
"Baby It's You",1983,105,3e+06,6.3,435,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,1,0,1,0,"Romance",5258
"Bachelor, The",1999,101,2.1e+07,5,4183,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5259
"Back to God's Country",1919,73,67000,6.4,66,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,"",0,0,0,0,0,1,0,"Romance",5260
"Bandits",2001,123,8e+07,6.7,12382,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5261
"Baptists at Our Barbecue",2004,92,5e+05,5.9,62,14.5,4.5,4.5,4.5,4.5,4.5,14.5,4.5,4.5,24.5,"PG",0,0,1,0,0,1,0,"Romance",5262
"Barbarian, The",1933,83,444399,6.2,57,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5263
"Barbary Coast",1935,91,778000,6.6,168,4.5,0,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5264
"Barcelona",1994,101,3200000,6.6,1570,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5265
"Barry Lyndon",1975,184,1.1e+07,8,12285,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,0,1,0,1,0,"Romance",5266
"Basil",1998,113,1e+07,6.1,367,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5267
"Batman Forever",1995,122,1e+08,5.4,24025,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0,"Romance",5268
"Batman Returns",1992,126,8e+07,6.5,23010,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"",1,0,0,0,0,1,0,"Romance",5269
"Battle of Shaker Heights, The",2003,90,1e+06,6,854,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Romance",5270
"Be Good Daniel",2004,20,4000,5.7,8,14.5,14.5,14.5,0,0,14.5,14.5,0,14.5,24.5,"",0,0,1,0,0,1,1,"Romance",5271
"Beach Party",1963,101,350000,5.3,226,4.5,4.5,4.5,14.5,14.5,14.5,24.5,4.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5272
"Beat the Devil",1953,100,1e+06,6.6,1034,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5273
"Beccerra",2002,30,3000,7.1,14,14.5,4.5,0,4.5,0,0,4.5,4.5,24.5,34.5,"",1,0,0,1,0,1,1,"Romance",5274
"Before Sunrise",1995,105,2500000,7.8,9618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"",0,0,0,1,0,1,0,"Romance",5275
"Before Sunset",2004,80,1e+07,8.3,8789,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,1,0,"Romance",5276
"Bela Donna",1998,111,5500000,4.7,127,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5277
"Belle of New York, The",1952,82,2606644,5.7,98,0,4.5,4.5,14.5,14.5,34.5,24.5,4.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5278
"Bells Are Ringing",1960,127,2203123,6.8,386,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5279
"Ben-Hur",1925,151,3900000,8,848,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"",0,0,0,1,0,1,0,"Romance",5280
"Ben-Hur",1959,214,1.5e+07,8.1,21031,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",1,0,0,1,0,1,0,"Romance",5281
"Best Years of Our Lives, The",1946,172,2100000,8.4,6138,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"",0,0,0,1,0,1,0,"Romance",5282
"Beyond Borders",2003,127,3.5e+07,5.4,1905,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5283
"Bible!",1974,84,35000,3.6,11,24.5,0,14.5,0,14.5,14.5,4.5,0,0,4.5,"",0,0,0,0,0,1,0,"Romance",5284
"Bicentennial Man",1999,132,1e+08,6.2,8925,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,1,0,"Romance",5285
"Big Jim McLain",1952,90,826000,4.3,266,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",1,0,0,1,0,1,0,"Romance",5286
"Big Parade, The",1925,126,245000,8.7,435,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"",0,0,0,1,0,1,0,"Romance",5287
"Big Picture, The",1989,100,5e+06,6.4,1124,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,1,0,1,0,"Romance",5288
"Bigger Than the Sky",2005,106,750000,7.3,32,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG-13",0,0,1,1,0,1,0,"Romance",5289
"Bikini Beach",1964,99,6e+05,4.9,149,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5290
"Birth",2004,100,2e+07,6,2600,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,1,0,"Romance",5291
"Birthday Girl",2001,93,1.3e+07,6.1,5340,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0,"Romance",5292
"Blanche Fury",1947,90,1500000,6.6,72,4.5,0,4.5,4.5,4.5,24.5,24.5,24.5,14.5,4.5,"",0,0,0,1,0,1,0,"Romance",5293
"Blast from the Past",1999,112,3.5e+07,6.4,9483,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5294
"Blind Husbands",1919,68,125000,7.4,81,0,0,0,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5295
"Blue Crush",2002,104,3e+07,5.7,4791,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5296
"Blue Lagoon, The",1980,104,4500000,4.7,4324,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5297
"Blue Moon",1998,90,1000,6.8,23,4.5,4.5,4.5,14.5,4.5,14.5,4.5,24.5,4.5,24.5,"",1,0,0,1,0,1,0,"Romance",5298
"Blue Skies",1946,104,3e+06,6.3,160,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,1,0,0,1,0,"Romance",5299
"Blues Lahofesh Hagadol",1987,101,350000,7.8,54,4.5,0,4.5,0,0,4.5,4.5,34.5,24.5,24.5,"",0,0,0,1,0,1,0,"Romance",5300
"Body of Evidence",1993,102,3e+07,4.1,2625,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"",0,0,0,0,0,1,0,"Romance",5301
"Bold Caballero, The",1936,67,1e+05,4.9,15,24.5,0,4.5,0,14.5,4.5,34.5,4.5,4.5,0,"",0,0,0,0,0,1,0,"Romance",5302
"Bonnie and Clyde",1967,111,2500000,7.9,12653,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5303
"Book and the Rose, The",2001,29,40000,9,10,0,14.5,0,0,0,0,0,14.5,44.5,44.5,"",0,0,0,1,0,1,1,"Romance",5304
"Boom Town",1940,119,2e+06,7,312,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,"",0,0,0,1,0,1,0,"Romance",5305
"Boomerang",1992,118,4.2e+07,5.1,3530,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5306
"Born to Be Bad",1934,62,252238,5.6,59,0,4.5,4.5,14.5,24.5,24.5,24.5,4.5,4.5,4.5,"",0,0,0,1,0,1,0,"Romance",5307
"Bottle Rocket",1996,92,7e+06,7.4,7286,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,0,0,1,0,"Romance",5308
"Bounce",2000,106,3.5e+07,5.8,5390,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0,"Romance",5309
"Bound",1996,109,4500000,7.5,11911,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,0,0,1,0,"Romance",5310
"Boys and Girls",2000,94,1.6e+07,4.9,3483,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0,"Romance",5311
"Braindead",1992,97,3e+06,7.5,11552,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,"",0,0,1,0,0,1,0,"Romance",5312
"Bread, My Sweet, The",2001,105,6e+05,6.8,257,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0,"Romance",5313
"Breakfast at Tiffany's",1961,115,2500000,7.7,12246,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,1,1,0,1,0,"Romance",5314
"Breaking All the Rules",1985,91,2032000,4.8,76,4.5,4.5,14.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"",0,0,1,0,0,1,0,"Romance",5315
"Breathing Room",1996,90,5e+05,4,39,14.5,14.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0,"Romance",5316
"Bride & Prejudice",2004,122,7e+06,6.3,1503,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"PG-13",0,0,1,0,0,1,0,"Romance",5317
"Bridge of Dragons",1999,95,4e+06,3.7,373,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",1,0,0,0,0,1,0,"Romance",5318
"Bridges of Madison County, The",1995,135,2.2e+07,6.9,7633,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,1,0,"Romance",5319
"Bridget Jones's Diary",2001,97,2.6e+07,7,24791,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0,"Romance",5320
"Bridget Jones: The Edge of Reason",2004,108,7e+07,5.7,6636,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,"Romance",5321
"Brigadoon",1954,108,2352625,6.8,1286,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,0,0,1,0,"Romance",5322
"Bringing Rain",2003,82,150000,5.6,32,4.5,4.5,0,4.5,4.5,4.5,4.5,4.5,4.5,45.5,"",0,0,0,1,0,1,0,"Romance",5323
"Broken Blossoms or The Yellow Man and the Girl",1919,90,88000,7.4,789,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5324
"Brown Sugar",2002,109,8e+06,5.9,941,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Romance",5325
"Bruce Almighty",2003,101,8.1e+07,6.4,23905,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0,"Romance",5326
"Brylcreem Boys, The",1998,106,6e+06,6,199,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0,"Romance",5327
"Bubble Boy",2001,84,1.3e+07,5.1,2904,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0,"Romance",5328
"Bull Durham",1988,108,7e+06,7.1,8434,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5329
"Bullets Over Broadway",1994,98,2e+07,7.4,6685,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5330
"Bulworth",1998,108,3e+07,6.9,8277,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,1,0,1,0,"Romance",5331
"But I'm a Cheerleader",1999,85,1200000,6.2,3897,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,1,0,1,0,"Romance",5332
"Camelot",1967,179,1.7e+07,6.1,1241,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"",0,0,1,1,0,1,0,"Romance",5333
"Camille",1936,109,1486000,7.4,674,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"",0,0,0,1,0,1,0,"Romance",5334
"Can't Be Heaven",2000,94,2e+06,5.7,104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,34.5,"PG",0,0,1,1,0,1,0,"Romance",5335
"Can't Hardly Wait",1998,101,1e+07,6.2,8191,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,1,0,"Romance",5336
"Can-Can",1960,131,6e+06,6,311,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"",0,0,1,0,0,1,0,"Romance",5337
"Captain Blood",1935,99,1200000,7.7,1683,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"",1,0,0,0,0,1,0,"Romance",5338
"Captain Corelli's Mandolin",2001,131,5.7e+07,5.9,5281,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0,"Romance",5339
"Captain from Castile",1947,140,4500000,6.7,169,4.5,4.5,0,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"",0,0,0,1,0,1,0,"Romance",5340
"Captured!",1933,69,245000,6,36,0,4.5,4.5,4.5,14.5,24.5,34.5,14.5,0,0,"",0,0,0,1,0,1,0,"Romance",5341
"Carefree",1938,83,1253000,7.1,306,4.5,0,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,1,0,0,1,0,"Romance",5342
"Casablanca",1942,102,950000,8.8,66030,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"",0,0,0,1,0,1,0,"Romance",5343
"Cat People",1942,73,134000,7.4,1239,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"",0,0,0,0,0,1,0,"Romance",5344
"Cavalcade",1933,110,1180280,6.8,315,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"",0,0,0,1,0,1,0,"Romance",5345
